Year,Region/City,Number of Bedrooms,Number of Bathrooms,Square Footage,Listing Price,Sale Price,Days on Market,Property Age (Years),Property Type,Number of Garages
2018,Kitchener,3,3,998,783684,679890,8,21,Townhouse,1
2012,Ottawa,5,4,1667,1028229,1008301,86,75,Townhouse,1
2011,Windsor,3,4,1757,917888,853622,45,57,Condo,2
2010,Toronto,1,3,1304,951633,887481,60,41,Condo,3
2012,Windsor,1,1,484,944809,889835,59,17,Townhouse,3
2014,London,1,2,1036,1043132,950199,35,21,Townhouse,3
2023,Hamilton,2,1,1894,972422,945689,26,68,Detached,3
2020,London,1,2,1204,829814,746864,79,96,Detached,2
2011,Kitchener,2,2,1361,718584,676905,52,82,Condo,0
2021,Toronto,1,4,1721,975195,995288,84,64,Townhouse,2
2012,Hamilton,3,4,1377,316179,309903,8,44,Townhouse,2
2013,Kitchener,5,3,2058,1053478,1002408,25,28,Condo,3
2016,London,5,1,1350,938002,851400,45,36,Townhouse,1
2022,London,1,1,1155,1127720,1045281,49,37,Detached,2
2012,Hamilton,5,2,1972,576081,522920,88,44,Townhouse,3
2018,Toronto,1,4,1519,1032405,1016764,12,50,Condo,1
2017,London,1,4,1068,932712,918940,13,90,Condo,2
2013,Ottawa,4,1,1688,678505,615890,22,55,Townhouse,0
2022,Kitchener,4,3,1382,772729,723998,35,88,Condo,0
2010,Hamilton,4,4,1041,758745,679617,39,10,Detached,3
2010,Guelph,2,3,1538,727006,686969,34,38,Detached,1
2010,Guelph,4,1,1436,530270,503429,22,49,Detached,1
2010,Toronto,1,1,825,1034867,993214,87,72,Townhouse,3
2017,Ottawa,3,3,1076,610733,561126,45,2,Condo,3
2012,London,4,4,2246,590049,601031,28,44,Detached,1
2015,Guelph,4,1,1532,1039832,975645,52,35,Condo,0
2012,Toronto,3,2,2038,519459,465178,18,21,Condo,0
2020,Kitchener,1,1,1623,739472,661062,23,57,Condo,2
2014,Ottawa,2,4,1994,601146,527746,64,91,Detached,2
2022,Ottawa,4,2,1722,1127345,1044847,26,23,Condo,1
2023,Windsor,3,1,1121,1028750,928330,34,32,Detached,0
2022,Toronto,1,4,1742,635664,581478,19,90,Detached,2
2016,Toronto,5,4,1118,600591,616790,25,71,Detached,0
2011,Windsor,2,1,1871,953447,877610,30,33,Townhouse,0
2015,London,3,4,1587,886669,800695,16,17,Condo,1
2022,Toronto,3,3,1507,729183,686006,11,72,Townhouse,0
2015,Windsor,3,2,1324,710688,721184,79,42,Townhouse,1
2020,London,4,3,1819,753225,672030,88,17,Townhouse,2
2012,London,5,1,1436,980386,930967,39,48,Townhouse,3
2015,Hamilton,2,3,736,1114141,1104179,72,48,Detached,0
2019,Ottawa,1,1,814,1164544,1122568,6,82,Detached,3
2019,Kitchener,1,1,992,653111,603259,24,57,Condo,3
2023,Ottawa,5,4,1813,811604,769638,51,61,Condo,1
2014,Ottawa,3,4,1844,1068702,1033868,88,44,Detached,0
2021,Hamilton,3,1,1629,625886,547328,16,23,Condo,0
2011,London,3,2,1625,663584,573050,57,76,Condo,2
2018,London,3,2,2078,959374,851417,21,87,Townhouse,3
2017,Toronto,3,2,1637,706263,686375,22,53,Townhouse,3
2012,Hamilton,5,3,1755,504918,415895,28,33,Townhouse,1
2017,Toronto,4,1,1495,634616,578890,76,56,Townhouse,0
2023,Hamilton,2,4,1315,998059,936786,41,28,Townhouse,0
2018,Toronto,3,3,1387,849806,763374,34,23,Detached,3
2023,Guelph,4,3,2320,487552,439049,88,63,Townhouse,2
2012,Windsor,1,4,1065,678212,633688,56,7,Townhouse,3
2012,Ottawa,5,1,1625,1164544,1135350,27,2,Detached,0
2011,Ottawa,4,3,893,786102,771101,41,65,Townhouse,1
2017,Kitchener,3,1,1255,751320,720293,78,4,Condo,1
2019,Windsor,3,1,1809,801641,746509,28,8,Detached,1
2010,London,3,1,776,841026,792535,84,49,Condo,0
2017,Kitchener,4,4,1861,721836,683255,54,29,Condo,0
2016,Guelph,3,1,2319,1068107,1028600,80,82,Detached,1
2023,Kitchener,4,3,1646,705807,624267,24,55,Detached,0
2016,Ottawa,3,4,2004,998753,943484,51,37,Townhouse,2
2012,London,1,4,1599,1164488,1144290,22,95,Detached,1
2010,Guelph,1,3,1784,875544,823807,30,6,Detached,2
2013,Ottawa,2,4,1681,590471,521989,75,24,Townhouse,2
2018,Windsor,3,3,1295,837648,758955,47,79,Townhouse,0
2014,Toronto,3,2,1260,687246,620322,51,40,Detached,0
2010,Hamilton,4,3,1972,979615,904159,89,12,Townhouse,1
2014,Guelph,4,4,1483,841449,776268,47,64,Townhouse,0
2022,London,3,3,1443,776189,786395,36,46,Townhouse,2
2017,Kitchener,2,2,1435,598327,553136,11,14,Condo,0
2017,Windsor,3,1,1622,427812,380520,88,27,Townhouse,1
2014,Kitchener,4,1,1025,637691,526511,88,37,Condo,3
2021,Guelph,3,1,1427,930209,857428,36,77,Detached,3
2018,Windsor,4,4,1624,1036560,995289,69,62,Condo,0
2010,London,3,2,988,737979,711161,62,67,Condo,3
2013,Guelph,5,3,1583,611062,571384,57,80,Condo,2
2012,London,4,3,1140,837945,812197,38,76,Condo,3
2011,Kitchener,2,3,1624,937700,822305,73,14,Condo,3
2017,Ottawa,5,3,2363,955438,905897,60,98,Condo,2
2016,Windsor,3,4,1451,838908,764164,70,95,Detached,1
2018,Toronto,4,4,1068,1214055,1148595,36,39,Detached,3
2011,Ottawa,5,2,1594,1053776,984056,54,5,Detached,3
2023,Toronto,2,3,1689,555442,531862,28,76,Condo,3
2023,Kitchener,4,1,1125,506505,416387,50,26,Townhouse,1
2013,Windsor,5,4,812,573934,526584,7,81,Condo,0
2023,Ottawa,5,2,1126,1033672,938660,14,53,Detached,0
2015,Ottawa,5,2,1480,458148,395378,10,63,Condo,1
2020,Guelph,1,4,1317,891511,788892,56,11,Detached,2
2012,Hamilton,3,1,1930,765999,697990,54,33,Townhouse,0
2017,Kitchener,4,1,1706,551041,506610,62,41,Townhouse,1
2012,London,4,3,1540,849768,757600,56,40,Detached,1
2023,Kitchener,4,4,802,764711,710562,17,46,Detached,2
2021,London,5,1,1752,961387,895245,63,4,Condo,1
2022,Windsor,3,4,2291,474602,421925,43,96,Condo,0
2022,London,2,2,1844,621287,587516,57,95,Condo,0
2011,Toronto,4,2,1236,625292,580075,62,11,Townhouse,1
2022,London,3,2,1445,932329,860980,24,81,Townhouse,1
2022,London,3,4,1683,752473,673309,67,27,Townhouse,2
2012,Guelph,1,3,2054,1036159,1046748,14,8,Condo,2
2020,Ottawa,4,3,1217,720241,660632,30,21,Detached,3
2015,Kitchener,5,1,1313,844130,796468,23,97,Detached,1
2011,Kitchener,3,4,1482,1096848,1087953,65,5,Condo,3
2017,Windsor,3,3,1447,445413,369688,81,62,Condo,3
2010,Windsor,2,4,1816,805799,701600,38,32,Detached,3
2016,London,1,3,1604,793685,699235,88,89,Detached,3
2011,Hamilton,3,2,941,642431,662429,48,58,Townhouse,0
2019,Kitchener,3,2,1237,767227,707492,22,72,Condo,2
2021,Windsor,5,1,1248,862435,831925,76,27,Townhouse,1
2015,London,5,2,614,650751,614198,20,26,Townhouse,2
2021,Windsor,2,3,1871,811081,768647,81,40,Detached,2
2011,Toronto,2,1,1552,596052,612731,30,29,Condo,2
2011,Toronto,2,1,1283,759138,770884,69,73,Detached,2
2019,Windsor,5,2,1861,985740,933185,70,82,Townhouse,2
2022,Toronto,5,4,1620,995098,937667,81,7,Condo,2
2017,Windsor,1,2,985,1034553,990415,31,21,Townhouse,0
2021,London,4,2,1743,779671,767133,8,80,Townhouse,2
2011,Guelph,4,1,2049,734655,696777,55,67,Detached,1
2016,Hamilton,1,2,1444,947591,854228,88,96,Condo,1
2012,London,4,3,1473,1033375,994258,7,10,Condo,3
2017,Guelph,5,1,1543,816688,781772,70,62,Condo,3
2016,Guelph,4,2,1012,1102432,1015326,20,96,Condo,2
2023,Kitchener,5,4,1556,942116,898589,78,8,Townhouse,3
2017,London,1,3,1143,685797,615385,32,96,Detached,3
2023,London,2,4,1497,710005,646180,48,4,Condo,2
2016,Windsor,1,3,1566,791904,768672,22,29,Townhouse,3
2020,Guelph,4,4,1712,485909,465631,6,12,Detached,1
2015,Guelph,5,2,1727,689311,679749,82,51,Detached,2
2022,Guelph,4,3,1128,1028162,1008453,48,19,Detached,1
2016,Windsor,4,1,1575,1069026,994217,24,31,Condo,1
2014,Kitchener,2,1,1882,857206,831860,60,26,Townhouse,0
2016,London,4,4,1038,890873,845011,27,6,Detached,0
2010,Guelph,2,4,2198,738016,696466,64,29,Detached,3
2010,Toronto,5,4,1111,671970,610583,75,17,Detached,1
2018,London,5,3,2150,914061,905003,49,20,Townhouse,3
2023,Windsor,2,1,1118,712038,629097,51,42,Townhouse,2
2014,Kitchener,1,2,1477,1138067,1044981,82,47,Condo,1
2022,Toronto,5,3,1422,881718,832473,41,74,Condo,3
2014,Windsor,1,4,953,889054,906242,12,70,Townhouse,1
2012,Ottawa,5,1,1779,588096,563869,9,96,Condo,3
2014,London,5,4,1799,336281,276801,27,2,Townhouse,2
2012,Ottawa,3,2,1747,889025,827861,14,74,Condo,0
2018,Windsor,4,2,1400,700619,658353,31,37,Condo,1
2018,Windsor,4,1,1219,996794,913776,5,91,Townhouse,3
2015,Windsor,1,3,1939,617451,584739,75,19,Detached,0
2010,Guelph,4,2,1585,693757,614234,12,41,Detached,2
2016,Kitchener,1,2,1197,1023891,973861,15,16,Condo,0
2016,Guelph,5,2,1585,887358,854341,32,84,Detached,2
2023,Kitchener,3,2,830,599735,527788,38,60,Detached,3
2019,Hamilton,3,4,1543,806801,758119,47,57,Condo,2
2019,Guelph,5,4,1762,1180746,1104122,88,64,Detached,0
2013,Ottawa,2,3,1428,828726,691535,32,5,Townhouse,3
2017,Kitchener,2,1,1784,770392,748412,53,18,Townhouse,3
2015,Guelph,4,1,1825,979046,902623,65,72,Detached,1
2013,London,1,1,1610,870454,801316,41,13,Townhouse,3
2013,Windsor,3,2,2207,1088733,985354,7,74,Townhouse,3
2011,Kitchener,4,4,2041,951019,873595,13,36,Detached,3
2023,Kitchener,5,4,1750,981308,884120,6,19,Townhouse,1
2011,Guelph,3,3,1642,1098461,1077975,27,31,Condo,2
2021,Hamilton,1,1,1397,740189,728457,55,93,Condo,0
2023,Guelph,1,4,1241,680247,658466,21,23,Condo,3
2013,Ottawa,2,3,1818,530853,485559,29,32,Detached,0
2014,Ottawa,4,1,1420,757830,666355,80,11,Townhouse,0
2017,Kitchener,5,2,1094,538278,440106,31,66,Detached,3
2015,Kitchener,3,4,1179,873097,834042,24,96,Detached,0
2023,Guelph,1,4,1231,677302,630669,77,5,Townhouse,2
2013,Ottawa,3,1,2201,992466,977625,40,95,Townhouse,0
2022,Ottawa,5,2,1839,955735,903552,32,13,Townhouse,0
2020,Hamilton,3,2,1513,722080,678027,33,86,Detached,1
2016,London,4,4,1665,995258,951118,46,64,Detached,2
2017,Hamilton,2,1,1712,829847,744426,62,35,Condo,0
2011,Toronto,3,3,1152,445747,383603,36,83,Detached,3
2021,Windsor,2,4,1032,602273,591496,16,29,Townhouse,0
2016,Hamilton,5,2,1920,655167,681673,34,23,Detached,3
2023,Guelph,2,3,960,802048,735489,64,83,Condo,2
2011,London,3,1,1493,714188,657217,15,80,Townhouse,2
2011,Guelph,3,2,1211,694203,632874,88,95,Condo,1
2017,Windsor,1,3,1588,916194,859219,15,16,Detached,3
2011,Toronto,3,4,1398,957383,941720,84,26,Detached,3
2020,London,2,2,1713,676289,631983,54,3,Condo,2
2018,Kitchener,1,1,575,630053,589223,5,23,Condo,3
2021,Ottawa,3,2,1948,1052840,1005278,31,57,Townhouse,3
2010,Hamilton,3,4,1794,1345215,1268865,36,9,Townhouse,0
2018,Guelph,5,1,1904,611619,578941,10,51,Condo,1
2010,Toronto,1,4,1858,978227,962907,45,88,Townhouse,0
2019,Ottawa,5,3,1625,772194,681996,40,33,Condo,2
2022,Hamilton,5,2,1243,935197,907105,43,78,Condo,3
2019,Ottawa,5,4,1675,609410,524837,34,92,Detached,3
2011,Hamilton,4,3,1615,549650,435107,61,24,Condo,2
2015,Kitchener,5,1,1850,575451,480239,15,50,Townhouse,3
2015,London,2,1,1748,687172,617238,7,52,Condo,2
2010,Ottawa,3,3,1537,753058,709004,52,71,Detached,1
2016,Ottawa,4,3,1673,989025,911633,10,38,Townhouse,3
2017,Ottawa,5,1,1708,633307,583995,11,44,Condo,0
2011,London,3,4,1935,672434,579972,48,89,Detached,0
2017,Toronto,1,3,2194,1216103,1146947,65,56,Townhouse,1
2018,Hamilton,1,4,1738,810675,749326,58,66,Detached,2
2015,Kitchener,3,1,1710,857063,805586,55,45,Detached,3
2014,Ottawa,2,4,1410,949061,913886,52,52,Townhouse,3
2021,Windsor,3,4,1362,695232,645300,65,1,Detached,0
2018,London,3,3,1209,796331,737547,44,87,Detached,2
2022,Toronto,4,4,220,735508,693217,7,82,Detached,2
2021,Hamilton,1,4,1164,783392,724452,34,64,Townhouse,3
2020,London,1,4,1430,968648,889080,28,8,Detached,3
2018,Kitchener,5,1,1377,934933,876606,71,98,Condo,0
2010,Kitchener,3,1,1682,343543,309576,6,43,Detached,2
2020,Hamilton,3,2,1178,999575,1032244,48,8,Condo,3
2012,Ottawa,2,1,1195,730854,644442,44,29,Detached,3
2018,Kitchener,1,1,654,878960,832278,23,13,Condo,0
2020,Toronto,2,2,1688,718486,662473,67,1,Townhouse,0
2011,London,4,2,1144,789639,723290,28,29,Detached,3
2021,Toronto,5,3,1213,1063058,996701,54,50,Condo,1
2013,Ottawa,2,3,1725,867215,794482,24,37,Townhouse,0
2013,Toronto,1,1,1146,1052834,972570,61,1,Detached,3
2011,Toronto,4,4,1652,789806,717140,54,69,Detached,1
2012,Guelph,3,3,1017,769018,812528,62,48,Detached,3
2022,Toronto,4,3,1491,802435,740646,35,55,Townhouse,2
2012,Hamilton,2,1,1256,546104,488455,41,66,Townhouse,1
2010,London,1,4,1393,261798,219383,8,63,Condo,2
2015,Guelph,2,2,2104,643852,579467,62,22,Detached,3
2017,London,3,2,844,1005446,954839,14,94,Condo,1
2021,London,3,1,2068,1084107,1051146,67,11,Condo,2
2012,Ottawa,1,1,1132,399527,312425,40,29,Condo,0
2014,Ottawa,5,4,1847,1057335,996902,59,3,Condo,1
2010,Guelph,4,1,1926,681535,626361,61,45,Condo,0
2019,Kitchener,4,1,1672,514719,527225,89,77,Detached,0
2016,Windsor,3,1,1012,1011845,897987,47,3,Townhouse,2
2019,Ottawa,2,4,1608,698911,704840,69,74,Condo,3
2022,Windsor,2,1,2523,1323107,1257381,16,68,Townhouse,2
2010,Ottawa,5,3,1504,665351,593962,66,14,Condo,3
2021,Ottawa,2,4,1459,744729,645397,28,87,Detached,2
2020,London,4,3,1421,604701,583551,6,81,Condo,2
2018,Guelph,2,4,1706,829980,804244,51,65,Condo,1
2017,London,5,3,1465,959412,885401,60,57,Condo,3
2016,Hamilton,4,4,1613,453944,384417,88,15,Detached,0
2019,London,2,2,1383,931159,830106,20,60,Condo,3
2016,Windsor,4,1,1085,718267,635645,38,54,Detached,3
2014,Windsor,3,1,2428,627818,587971,81,2,Townhouse,2
2014,Hamilton,3,4,1461,519754,473086,22,82,Townhouse,0
2020,Toronto,3,3,2779,995724,930034,33,64,Townhouse,1
2022,Toronto,2,2,1669,857337,853191,58,86,Detached,2
2014,Hamilton,5,3,1739,683584,616752,55,28,Condo,1
2010,Hamilton,4,1,1376,955891,886889,18,94,Townhouse,1
2017,London,1,1,1262,905965,880267,62,77,Townhouse,3
2021,Hamilton,3,3,1385,973569,929959,39,67,Condo,0
2020,Guelph,3,4,1167,1128119,1137579,13,3,Townhouse,3
2010,Toronto,1,4,1130,843503,765637,41,53,Townhouse,0
2013,Toronto,1,3,2213,1186475,1123937,16,26,Condo,1
2018,Kitchener,2,1,1819,1085515,1074713,89,4,Detached,3
2023,Hamilton,4,3,2099,956688,938490,86,16,Detached,1
2018,Ottawa,3,1,1949,461753,424791,15,92,Townhouse,2
2014,Ottawa,5,3,1259,821958,746480,31,72,Townhouse,0
2013,Hamilton,2,4,884,849265,784129,47,54,Detached,1
2012,Guelph,2,2,1315,843114,817781,54,16,Townhouse,1
2012,Ottawa,5,1,1536,778038,745837,24,31,Detached,0
2021,Kitchener,5,2,1957,929209,877632,17,87,Townhouse,1
2014,Windsor,5,4,1478,955831,929852,51,2,Townhouse,2
2019,Hamilton,1,3,2686,465565,431179,12,73,Detached,1
2010,Guelph,3,4,1326,1070968,1000212,73,91,Condo,1
2014,Guelph,1,2,1736,504709,491514,75,45,Townhouse,0
2015,London,3,4,1260,718820,673092,68,54,Townhouse,0
2016,Guelph,1,4,1662,622484,578987,48,59,Condo,2
2021,Ottawa,4,3,1449,655647,606933,16,59,Townhouse,1
2018,Windsor,3,2,1400,1017306,959380,8,22,Condo,3
2012,Ottawa,2,2,1252,824323,755886,44,34,Condo,2
2011,Hamilton,3,2,1559,936519,862993,23,73,Detached,3
2023,Windsor,3,1,1834,926403,886722,58,97,Condo,1
2012,Hamilton,3,4,1109,416990,371533,5,56,Detached,1
2021,Guelph,4,2,1480,688451,627923,17,34,Detached,0
2018,Kitchener,1,4,1697,949714,894310,54,99,Detached,2
2021,Toronto,2,3,1773,931367,864246,57,26,Townhouse,3
2016,Windsor,1,3,2245,448664,385174,46,71,Townhouse,1
2018,London,1,1,1731,1006005,980722,29,45,Condo,1
2022,Toronto,5,1,1339,923211,816978,48,91,Detached,0
2011,Guelph,4,3,1272,607441,557331,65,76,Townhouse,0
2014,Guelph,5,2,1267,881725,810734,85,81,Townhouse,0
2022,Toronto,4,3,1245,754177,685860,25,21,Condo,2
2013,London,1,4,1586,898393,840236,55,43,Townhouse,2
2011,Windsor,1,1,1668,439952,382082,80,86,Townhouse,1
2018,Windsor,4,1,1829,729479,651660,84,90,Townhouse,3
2018,Toronto,1,3,1765,1036143,992392,56,39,Townhouse,2
2015,Hamilton,1,2,1998,907763,834495,67,13,Townhouse,0
2020,Ottawa,2,2,1232,958328,893256,88,42,Townhouse,0
2015,Kitchener,5,4,2154,753291,668018,58,45,Condo,2
2017,Hamilton,5,1,1248,912869,877762,14,87,Detached,1
2015,Windsor,5,3,1639,767382,714853,63,51,Townhouse,1
2010,Ottawa,3,3,1422,615031,590689,12,94,Detached,1
2013,Kitchener,2,1,1490,749568,666275,55,17,Condo,1
2022,Kitchener,5,3,1768,1090808,1062986,9,91,Condo,0
2016,Kitchener,5,1,924,1026464,966503,80,84,Detached,2
2022,Guelph,2,2,1167,601559,565170,46,63,Detached,0
2022,Kitchener,1,2,1799,716531,632296,82,7,Condo,3
2011,London,5,3,1499,615152,566908,16,55,Townhouse,1
2018,Toronto,1,2,1397,835904,766370,28,4,Detached,1
2017,Windsor,5,2,1051,999454,981970,49,31,Detached,3
2017,London,4,4,1400,1206358,1175295,57,94,Townhouse,3
2016,Toronto,3,1,1772,514509,446298,57,95,Detached,0
2013,Hamilton,5,1,1274,971669,882941,21,56,Townhouse,3
2011,Hamilton,4,3,2045,798462,732680,69,4,Condo,1
2012,Toronto,2,1,1930,726572,605083,62,82,Detached,3
2021,London,4,4,1359,612941,539197,41,84,Townhouse,0
2015,Toronto,2,3,1262,1155972,1105492,79,40,Townhouse,3
2021,Kitchener,5,3,394,474227,433857,46,47,Condo,3
2021,Guelph,2,1,1069,702048,597536,74,50,Detached,0
2014,Windsor,4,2,1044,873459,799236,83,23,Townhouse,0
2021,Hamilton,3,2,927,890657,856120,44,51,Detached,0
2017,Windsor,1,2,1485,1049359,1019126,27,38,Townhouse,1
2015,Guelph,1,2,1624,623863,593776,27,9,Detached,1
2015,Kitchener,3,4,2225,924877,859540,53,61,Detached,3
2010,Kitchener,1,3,1526,787413,782958,80,80,Townhouse,1
2013,Hamilton,5,2,686,808043,773372,11,21,Townhouse,2
2014,Hamilton,5,4,1200,708084,649159,41,9,Detached,0
2021,Kitchener,4,3,1744,832373,781545,20,25,Detached,2
2020,Ottawa,4,1,1467,771522,735172,42,36,Condo,0
2012,Windsor,2,1,1842,728749,657905,44,43,Townhouse,3
2022,Guelph,4,4,1294,694959,624268,33,78,Detached,0
2018,Windsor,5,3,1960,874499,830993,21,81,Detached,1
2010,Guelph,4,2,1598,533821,499764,24,28,Townhouse,3
2015,Ottawa,1,3,1608,761530,685593,29,64,Detached,0
2015,London,2,2,1559,646456,601218,64,45,Detached,3
2019,Guelph,2,4,1193,775418,724997,42,56,Condo,3
2014,Windsor,5,2,1477,777959,704474,67,48,Condo,3
2021,Toronto,4,4,1617,973370,956372,43,8,Townhouse,2
2014,Kitchener,1,3,939,931803,897351,68,14,Townhouse,1
2019,Kitchener,4,3,1531,858359,816187,87,15,Townhouse,3
2023,Ottawa,3,2,1985,834546,727332,25,39,Condo,1
2022,Guelph,4,3,1673,761827,749406,36,25,Condo,0
2014,London,5,2,2046,758130,706937,32,63,Condo,3
2015,Guelph,4,3,1663,450427,427025,16,59,Detached,1
2017,Kitchener,2,1,1140,946749,827473,83,75,Condo,3
2011,Hamilton,1,2,1816,853305,795301,89,29,Condo,2
2015,Toronto,5,4,1043,1040074,1018668,84,3,Townhouse,0
2010,Ottawa,3,1,1416,689087,688467,27,39,Condo,2
2013,Hamilton,1,4,1389,1052073,983713,19,22,Condo,3
2023,Windsor,1,3,1228,761635,705842,16,41,Detached,1
2019,London,2,1,2451,685367,616296,8,20,Condo,3
2012,Hamilton,2,3,1470,1109088,1089286,39,19,Townhouse,3
2018,Windsor,2,2,2224,872778,766730,65,13,Detached,3
2012,Hamilton,5,4,1637,1134201,1081745,31,91,Condo,2
2015,London,4,3,1171,834097,771365,37,19,Condo,2
2010,Hamilton,1,4,1336,961484,892767,17,80,Condo,1
2021,Ottawa,4,4,1484,1005740,952660,41,66,Detached,0
2015,Kitchener,4,3,1363,743725,654559,48,65,Detached,0
2013,Guelph,2,2,1390,869213,835112,6,3,Condo,1
2017,Hamilton,4,4,1729,830843,750174,42,24,Townhouse,3
2022,Ottawa,1,3,1646,966464,876470,41,38,Condo,0
2020,Guelph,1,2,1775,586928,505829,63,2,Detached,2
2018,Windsor,3,3,2110,920226,827196,73,56,Detached,1
2013,Guelph,5,2,1311,984093,956004,22,80,Detached,1
2019,Windsor,4,4,1945,663424,598525,52,93,Townhouse,3
2021,Hamilton,5,1,2057,623710,561188,85,37,Condo,0
2019,Ottawa,5,3,2017,468345,416099,70,4,Condo,0
2015,Kitchener,5,4,796,1215693,1146886,53,78,Detached,3
2010,Hamilton,5,3,2219,653663,567453,62,81,Condo,1
2013,Windsor,1,3,1245,1083590,1055261,39,44,Townhouse,1
2016,London,4,2,763,758403,744617,82,45,Townhouse,1
2021,Guelph,3,3,2209,1019641,975792,80,81,Condo,1
2010,Hamilton,5,2,1705,916188,940722,62,84,Condo,2
2017,Windsor,3,4,1721,1220429,1172511,11,47,Condo,2
2021,Guelph,1,3,1367,1089163,996274,13,93,Condo,1
2019,Windsor,1,4,1572,842620,835324,73,26,Condo,1
2021,Ottawa,2,1,1444,861966,824497,8,81,Condo,1
2020,Toronto,5,4,1250,935823,919925,36,76,Detached,2
2015,Hamilton,2,3,1509,1336260,1274359,9,92,Detached,3
2014,Kitchener,3,1,1545,813546,744441,60,9,Detached,0
2019,Hamilton,4,2,971,541464,490822,60,96,Townhouse,2
2020,Guelph,2,1,1522,848942,819488,48,98,Townhouse,1
2023,Ottawa,1,3,784,671866,616158,76,80,Townhouse,1
2018,Windsor,5,3,2268,842255,755138,17,48,Townhouse,1
2011,London,3,4,1458,1030230,953540,8,31,Detached,1
2014,Kitchener,1,2,1071,900816,863023,56,55,Condo,3
2015,Ottawa,4,3,1705,681359,641085,79,91,Condo,2
2016,Hamilton,5,3,1201,759421,719973,19,93,Condo,0
2014,London,4,2,1488,586753,522041,86,1,Townhouse,1
2018,Ottawa,4,2,1682,1055126,1046582,88,91,Detached,3
2010,Toronto,5,4,1093,964122,897842,5,96,Condo,3
2016,Kitchener,5,1,2279,582331,548574,69,59,Townhouse,1
2019,Guelph,4,2,2317,1304204,1262153,15,11,Townhouse,1
2016,Ottawa,3,3,1289,756608,728529,65,99,Townhouse,0
2013,Ottawa,5,2,1050,859105,787167,88,2,Condo,2
2018,Toronto,1,3,1287,732495,700277,67,46,Detached,0
2023,Hamilton,2,4,1309,884018,862800,42,1,Condo,2
2021,Windsor,3,1,1944,818810,786185,73,70,Detached,3
2020,Windsor,5,4,1294,520477,502941,49,71,Detached,3
2014,Kitchener,5,2,1035,1034701,958851,78,66,Condo,1
2013,Kitchener,3,3,1540,634372,617455,74,2,Condo,0
2022,Guelph,2,2,903,983422,934720,72,69,Townhouse,0
2016,Ottawa,4,2,1927,753627,723147,8,13,Townhouse,1
2013,London,1,2,1739,812664,715608,75,19,Condo,0
2012,Ottawa,5,2,1260,896422,833734,52,83,Condo,3
2018,Windsor,2,1,1303,827453,796330,13,47,Detached,3
2020,Guelph,1,3,1599,948764,893618,51,1,Detached,1
2017,Ottawa,3,2,1058,658360,635642,89,99,Townhouse,1
2010,Toronto,5,3,1184,1007376,937232,64,18,Detached,2
2016,Windsor,4,1,1409,593893,538862,56,32,Condo,3
2018,Ottawa,3,3,972,617433,554864,37,96,Detached,3
2017,Ottawa,5,3,1318,915803,894412,62,72,Detached,3
2017,Windsor,2,1,1070,1009909,1001425,52,11,Detached,3
2022,London,1,2,2070,856764,856670,9,20,Condo,3
2015,Windsor,1,3,1338,1098439,1096072,89,8,Townhouse,2
2020,Toronto,5,4,1121,633282,582956,31,92,Detached,1
2013,Toronto,3,3,1769,566939,459285,45,85,Condo,1
2017,Ottawa,4,2,1248,967649,929627,5,38,Detached,0
2012,Kitchener,2,4,1059,824460,791823,55,6,Detached,3
2022,London,5,2,1855,961230,912858,20,2,Condo,3
2018,Ottawa,2,3,1370,594394,567981,36,74,Detached,1
2022,Windsor,1,1,1836,711355,699810,51,73,Condo,3
2011,Ottawa,4,2,1493,1148557,1118194,27,55,Townhouse,3
2011,Guelph,2,2,1551,759796,716605,19,3,Detached,3
2021,Guelph,5,1,1725,1085300,979518,30,66,Condo,1
2022,Kitchener,4,3,1246,955359,920015,41,72,Detached,0
2021,London,3,2,1175,742907,687064,59,73,Detached,1
2016,Hamilton,5,3,1980,1082351,1073510,6,26,Detached,3
2021,Guelph,2,3,1731,865270,794454,80,98,Condo,1
2019,Hamilton,4,3,1473,802706,774885,23,48,Condo,2
2013,Toronto,5,1,1818,784027,767909,36,94,Condo,3
2019,Guelph,4,3,1716,887765,868608,73,8,Townhouse,1
2017,Guelph,4,3,1877,574338,543596,59,67,Detached,1
2018,London,4,4,1042,979802,964486,60,75,Condo,0
2016,Kitchener,2,4,1474,888282,829544,33,89,Detached,3
2014,Hamilton,5,4,1951,685765,668296,88,69,Detached,2
2017,Windsor,1,2,2170,546305,476930,40,76,Detached,2
